hour,occupancy_index,occupancy_text,day,av_time_spent,place_id,name,vicinity
21,56,Usually a little busy,Friday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
22,65,Usually a little busy,Friday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
23,63,Usually a little busy,Friday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
0,48,Usually not too busy,Friday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
1,28,Usually not too busy,Friday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
6,0,,Saturday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
7,0,,Saturday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
8,0,,Saturday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
9,0,,Saturday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
10,12,Usually not busy,Saturday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
11,25,Usually not too busy,Saturday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
12,42,Usually not too busy,Saturday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
13,59,Usually a little busy,Saturday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
14,72,Usually a little busy,Saturday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
15,74,Usually a little busy,Saturday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
16,67,Usually a little busy,Saturday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
17,57,Usually a little busy,Saturday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
18,52,Usually a little busy,Saturday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
19,56,Usually a little busy,Saturday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
20,63,Usually a little busy,Saturday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
21,61,Usually a little busy,Saturday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
22,53,Usually a little busy,Saturday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
23,50,Usually not too busy,Saturday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
0,45,Usually not too busy,Saturday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
1,25,Usually not too busy,Saturday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
6,0,,Sunday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
7,0,,Sunday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
8,0,,Sunday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
9,4,Usually not busy,Sunday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
10,9,Usually not busy,Sunday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
11,18,Usually not busy,Sunday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
12,30,Usually not too busy,Sunday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
13,44,Usually not too busy,Sunday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
14,57,Usually a little busy,Sunday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
15,64,Usually a little busy,Sunday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
16,63,Usually a little busy,Sunday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
17,55,Usually a little busy,Sunday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
18,48,Usually not too busy,Sunday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
19,53,Usually a little busy,Sunday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
20,76,Usually a little busy,Sunday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
21,100,Usually as busy as it gets,Sunday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
22,91,Usually as busy as it gets,Sunday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
23,54,Usually a little busy,Sunday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
0,20,Usually not too busy,Sunday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
6,0,,Monday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
7,0,,Monday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
8,0,,Monday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
9,16,Usually not busy,Monday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
10,30,Usually not too busy,Monday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
11,46,Usually not too busy,Monday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
12,59,Usually a little busy,Monday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
13,60,Usually a little busy,Monday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
14,51,Usually a little busy,Monday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
15,43,Usually not too busy,Monday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
16,46,Usually not too busy,Monday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
17,59,Usually a little busy,Monday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
18,65,Usually a little busy,Monday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
19,54,Usually a little busy,Monday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
20,43,Usually not too busy,Monday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
21,47,Usually not too busy,Monday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
22,52,Usually a little busy,Monday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
23,39,Usually not too busy,Monday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
6,0,,Tuesday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
7,0,,Tuesday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
8,0,,Tuesday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
9,10,Usually not busy,Tuesday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
10,22,Usually not too busy,Tuesday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
11,37,Usually not too busy,Tuesday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
12,47,Usually not too busy,Tuesday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
13,47,Usually not too busy,Tuesday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
14,39,Usually not too busy,Tuesday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
15,35,Usually not too busy,Tuesday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
16,45,Usually not too busy,Tuesday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
17,67,Usually a little busy,Tuesday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
18,84,Usually as busy as it gets,Tuesday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
19,80,Usually as busy as it gets,Tuesday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
20,76,Usually a little busy,Tuesday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
21,90,Usually as busy as it gets,Tuesday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
22,72,Usually a little busy,Tuesday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
23,25,Usually not too busy,Tuesday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
6,0,,Wednesday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
7,0,,Wednesday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
8,0,,Wednesday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
9,10,Usually not busy,Wednesday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
10,28,Usually not too busy,Wednesday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
11,57,Usually a little busy,Wednesday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
12,85,Usually as busy as it gets,Wednesday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
13,92,Usually as busy as it gets,Wednesday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
14,76,Usually a little busy,Wednesday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
15,56,Usually a little busy,Wednesday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
16,51,Usually a little busy,Wednesday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
17,58,Usually a little busy,Wednesday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
18,57,Usually a little busy,Wednesday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
19,51,Usually a little busy,Wednesday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
20,63,Usually a little busy,Wednesday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
21,81,Usually as busy as it gets,Wednesday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
22,62,Usually a little busy,Wednesday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
23,24,Usually not too busy,Wednesday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
6,0,,Thursday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
7,0,,Thursday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
8,0,,Thursday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
9,16,Usually not busy,Thursday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
10,30,Usually not too busy,Thursday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
11,46,Usually not too busy,Thursday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
12,58,Usually a little busy,Thursday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
13,58,Usually a little busy,Thursday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
14,51,Usually a little busy,Thursday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
15,45,Usually not too busy,Thursday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
16,53,Usually a little busy,Thursday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
17,73,Usually a little busy,Thursday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
18,83,Usually as busy as it gets,Thursday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
19,70,Usually a little busy,Thursday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
20,48,Usually not too busy,Thursday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
21,53,Usually a little busy,Thursday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
22,73,Usually a little busy,Thursday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
23,46,Usually not too busy,Thursday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
6,0,,Friday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
7,0,,Friday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
8,0,,Friday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
9,13,Usually not busy,Friday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
10,31,Usually not too busy,Friday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
11,52,Usually a little busy,Friday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
12,63,Usually a little busy,Friday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
13,58,Usually a little busy,Friday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
14,46,Usually not too busy,Friday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
15,47,Usually not too busy,Friday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
16,58,Usually a little busy,Friday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
17,65,Usually a little busy,Friday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
18,61,Usually a little busy,Friday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
19,55,Usually a little busy,Friday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
20,60,Usually a little busy,Friday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
21,72,Usually a little busy,Friday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
22,75,Usually a little busy,Friday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
23,60,Usually a little busy,Friday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
6,0,,Saturday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
7,0,,Saturday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
8,0,,Saturday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
9,9,Usually not busy,Saturday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
10,20,Usually not too busy,Saturday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
11,34,Usually not too busy,Saturday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
12,46,Usually not too busy,Saturday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
13,51,Usually a little busy,Saturday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
14,51,Usually a little busy,Saturday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
15,47,Usually not too busy,Saturday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
16,48,Usually not too busy,Saturday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
17,51,Usually a little busy,Saturday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
18,53,Usually a little busy,Saturday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
19,49,Usually not too busy,Saturday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
20,43,Usually not too busy,Saturday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
21,41,Usually not too busy,Saturday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
22,55,Usually a little busy,Saturday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
23,72,Usually a little busy,Saturday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
0,66,Usually a little busy,Saturday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
1,39,Usually not too busy,Saturday,People typically spend 30 min here,ChIJp1tSmn3MHkcRRJzzo3s7cz8,Amrit Oriental Food,"aleja ""Solidarności"" 117, Warszawa"
6,0,,Sunday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
7,0,,Sunday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
8,0,,Sunday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
9,0,,Sunday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
10,7,Usually not busy,Sunday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
